word|origins|part_of_speech|pronunciation|meaning
polyglot|mid 17th century: from French polyglotte, from Greek poluglōttos, from polu- ‘many’ + glōtta ‘tongue’.|adjective;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/polyglot--_gb_2.mp3|knowing or using several languages.
apportion|late 16th century: from Old French apportionner or medieval Latin apportionare, from ad- ‘to’ + portionare ‘divide into portions’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/apportion--_gb_1.mp3|divide up and share out.
Ganges|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/ganges_1_us_1.mp3|a river in northern India and Bangladesh that rises in the Himalayas and flows southwest for about 1,678 miles (2,700 km) to the Bay of Bengal, where it forms the world's largest delta. The river is regarded by Hindus as sacred.
homicide|Middle English: from Old French, from Latin homicidium, from homo, homin- ‘man’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/homicide--_gb_1.mp3|the killing of one person by another.
ague|Middle English: via Old French from medieval Latin acuta (febris) ‘acute (fever)’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/ague--_gb_1.mp3|malaria or another illness involving fever and shivering.
subtlety|Middle English: from Old French soutilte, from Latin subtilitas, from subtilis ‘fine, delicate’ (see subtle).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/subtlety--_gb_1.mp3|the quality or state of being subtle.
twilight|late Middle English: from Old English twi-  ‘two’ (used in an obscure sense in this compound) + light1.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/twilight--_gb_1.mp3|the soft glowing light from the sky when the sun is below the horizon, caused by the reflection of the sun's rays from the atmosphere.;a period or state of obscurity, ambiguity, or gradual decline.
taillight|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/taillight_us_1.mp3|a red light at the rear of a motor vehicle, train, or bicycle.
estovers|late 15th century: plural of Anglo-Norman French estover, noun use of a verb meaning ‘be necessary’, based on Latin est opus ‘it is necessary’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/estovers--_gb_1.8.mp3|the right to take wood from land one does not own, especially land of which one is the tenant or lessee.
procedure|late 16th century: from French procédure, from procéder (see proceed).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/procedure--_gb_1.mp3|an established or official way of doing something.
tempestuous|late Middle English: from late Latin tempestuosus, from Latin tempestas (see tempest).|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/tempestuous--_gb_1.8.mp3|characterized by strong and turbulent or conflicting emotion.;very stormy.
cioppino|from Italian (Ligurian dialect) ciuppin or cuipin, ultimately from Spanish chupar ‘to suck, sip’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cioppino--_gb_1.mp3|an Italian American stew of seafood cooked with tomatoes and wine.
bathos|mid 17th century (first recorded in the Greek sense): from Greek, literally ‘depth’. The current sense was introduced by Alexander Pope in the early 18th century.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/bathos--_gb_1.mp3|(especially in a literary work) an effect of anticlimax created by an unintentional lapse in mood from the sublime to the trivial or ridiculous.
whimper|early 16th century: from dialect whimp  ‘to whimper’, of imitative origin.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/whimper--_gb_1.mp3|make a series of low, feeble sounds expressive of fear, pain, or unhappiness.
artery|late Middle English: from Latin arteria, from Greek artēria, probably from airein ‘raise’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/artery--_gb_1.mp3|any of the muscular-walled tubes forming part of the circulation system by which blood (mainly that which has been oxygenated) is conveyed from the heart to all parts of the body.;an important route in a system of roads, rivers, or railway lines.
discreetly|Etymology Unknown|adverb|https://audio.oxforddictionaries.com/en/mp3/discreetly_us_2.mp3|in a careful and prudent manner, especially in order to keep something confidential or to avoid embarrassment
murmuration|late Middle English: from French, from Latin murmuratio(n- ), from murmurare ‘to murmur’. The usage as a collective noun dates from the late 15th century.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/murmuration--_gb_1.mp3|a flock of starlings.;the action of murmuring.
Fribourg|Unknown|noun|/home/pi/Fribourg.mp3|"áa Swiss breed of black and white cattle used for dairy, meat, and draft"
reckon|Old English ( ge)recenian ‘recount, relate’, of West Germanic origin; related to Dutch rekenen and German rechnen ‘to count (up)’. Early senses included ‘give an account of items received’ and ‘mention things in order’, which gave rise to the notion of ‘calculation’ and hence of ‘being of an opinion’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/reckon--_gb_1.mp3|establish by calculation.;consider or regard in a specified way.;be of the opinion.
chute|early 19th century (originally a North American usage): from French, ‘fall’ (of water or rocks), from Old French cheoite, feminine past participle of cheoir ‘to fall’, from Latin cadere ; influenced by shoot.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/chute--_gb_1.mp3|a sloping channel or slide for conveying things to a lower level.;a narrow metal enclosure for holding or restraining livestock, in which an animal may be vaccinated, branded, etc.
chauffeurs|late 19th century (in the general sense ‘motorist’): from French, literally ‘stoker’ (by association with steam engines), from chauffer ‘to heat’.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/chauffeur--_gb_1.mp3|a person employed to drive a private or hired car.
jacaranda|mid 18th century: from Portuguese, from Tupi-Guarani jakara'nda .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/jacaranda--_gb_1.mp3|a tropical American tree that has blue trumpet-shaped flowers, fernlike leaves, and fragrant timber.
imagery|Middle English (in the senses ‘statuary, carved images collectively’): from Old French imagerie, from imager ‘make an image’, from image (see image).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/imagery--_gb_1.mp3|visually descriptive or figurative language, especially in a literary work.;visual images collectively.
calendar|Middle English: from Old French calendier, from Latin kalendarium ‘account book’, from kalendae (see calends).|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/calendar--_gb_1.mp3|a chart or series of pages showing the days, weeks, and months of a particular year, or giving particular seasonal information.
cadge|early 17th century (in the dialect sense ‘carry about’): back-formation from the noun cadger, which dates from the late 15th century, denoting (in northern English and Scots) an itinerant dealer, whence the verb sense ‘hawk, peddle’, giving rise to the current verb senses from the early 19th century.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cadge--_gb_1.mp3|ask for or obtain (something to which one is not strictly entitled).
predilection|mid 18th century: from French prédilection, from Latin praedilect- ‘preferred’, from the verb praediligere, from prae ‘in advance’ + diligere ‘to select’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/predilection--_gb_1.mp3|a preference or special liking for something; a bias in favour of something.
space|Middle English: shortening of Old French espace, from Latin spatium . Current verb senses date from the late 17th century.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/space--_gb_1.mp3|a continuous area or expanse which is free, available, or unoccupied.;the dimensions of height, depth, and width within which all things exist and move.;an interval of time (often used to suggest that the time is short considering what has happened or been achieved in it).;the portion of a text or document available or needed to write about a subject.;the freedom to live, think, and develop in a way that suits one.;one of two possible states of a signal in certain systems.
ribs|Old English rib, ribb (noun), of Germanic origin; related to Dutch rib(be ) and German Rippe . Sense 1 of the verb dates from the mid 16th century; the sense ‘tease’ was originally a US slang usage meaning ‘to fool, dupe’ (1930s).|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/rib--_gb_1.mp3|each of a series of slender curved bones articulated in pairs to the spine (twelve pairs in humans), protecting the thoracic cavity and its organs.;a long raised piece of strengthening or supporting material.;a vein of a leaf or an insect's wing.;a combination of alternate plain and purl stitches producing a ridged, slightly elastic fabric.
bushel|Middle English: from Old French boissel, perhaps of Gaulish origin.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/bushel--_gb_1.mp3|a measure of capacity equal to 8 gallons (equivalent to 36.4 litres), used for corn, fruit, liquids, etc.;a measure of capacity equal to 64 US pints (equivalent to 35.2 litres), used for dry goods.
frittata|Italian, from fritto, past participle of friggere ‘to fry’. Compare with fritter2.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/frittata--_gb_1.8.mp3|an Italian dish made with fried beaten eggs, resembling a Spanish omelette.
Upanisads|Unknown|noun|/home/pi/Upanisads.mp3|"one of a late class of Vedic treatises dealing with broad philosophic problems (as the nature of ultimate reality, humankind, and the universe)"
ankh|late 19th century: from Egyptian, literally ‘life, soul’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/ankh--_gb_1.mp3|an object or design resembling a cross but having a loop instead of the top arm, used in ancient Egypt as a symbol of life.
theriatrics|Unknown|noun|/home/pi/theriatrics.mp3|the science of veterinary medicine
ballabile|mid 19th century; earliest use found in The New Monthly Magazine. From Italian ballabile, noun from ballare to dance + -abile|noun|/home/pi/ballabile.mp3|A dance performed by the company in a ballet, or by the chorus in an opera; a piece of music accompanying this.
despicable|mid 16th century: from late Latin despicabilis, from despicari ‘look down on’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/despicable--_gb_1.mp3|deserving hatred and contempt.
evanescent|early 18th century (in the sense ‘almost imperceptible’): from Latin evanescent- ‘disappearing’, from the verb evanescere (see evanesce).|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/evanescent--_gb_1.mp3|soon passing out of sight, memory, or existence; quickly fading or disappearing.;denoting a field or wave which extends into a region where it cannot propagate and whose amplitude therefore decreases with distance.
drag|Middle English: from Old English dragan or Old Norse draga ‘to draw’; the noun partly from Middle Low German dragge ‘grapnel’.|verb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/drag--_gb_1.mp3|pull (someone or something) along forcefully, roughly, or with difficulty.;(of time) pass slowly and tediously.;move (an image or highlighted text) across a computer screen using a tool such as a mouse.
bravado|late 16th century: from Spanish bravada, from bravo ‘bold’ (see brave, -ado).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/bravado--_gb_1.mp3|a bold manner or a show of boldness intended to impress or intimidate.
surreptitious|late Middle English (in the sense ‘obtained by suppression of the truth’): from Latin surreptitius (from the verb surripere, from sub- ‘secretly’ + rapere ‘seize’) + -ous.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/surreptitious--_gb_1.mp3|kept secret, especially because it would not be approved of.
ciao|Italian, dialect alteration of schiavo ‘(I am your) slave’, from medieval Latin sclavus ‘slave’.|exclamation|//ssl.gstatic.com/dictionary/static/sounds/20200429/ciao--_gb_1.mp3|used as a greeting at meeting or parting.
